id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4089940,Rental unit in Boston · ★4.72 · 1 bedroom · 1 bed · 1 bath,20857768,Compass,,North End,42.36722,-71.05266,Entire home/apt,161,13,61,2023-08-20,0.56,17,147,2,Exempt: This listing is a unit used for furnished institutional or business stays
4090224,Home in Boston · ★4.91 · 3 bedrooms · 3 beds · 1.5 baths,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,291,1,894,2023-09-13,8.21,1,275,133,STR-383708
4105704,Rental unit in Boston · ★4.95 · 1 bedroom · 1 bed · 1 bath,21299112,Helen,,Jamaica Plain,42.30385,-71.1151,Entire home/apt,142,3,313,2023-09-11,2.88,1,247,50,STR-460374
4119345,Guesthouse in Boston · ★4.87 · 2 bedrooms · 4 beds · 2.5 baths,1414385,Woodruff,,Jamaica Plain,42.3106,-71.10853,Entire home/apt,240,2,23,2023-08-27,0.22,1,310,13,STR-410897
4148586,Rental unit in Boston · ★4.80 · 1 bedroom · 1 bed · 1 bath,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,225,91,15,2015-10-27,0.14,1,0,0,
4150640,Rental unit in Boston · ★4.93 · Studio · 1 bed · 1 bath,20857768,Compass,,North End,42.36684,-71.0529,Entire home/apt,259,29,28,2022-06-12,0.26,17,181,0,Exempt: This listing is a unit used for furnished institutional or business stays
4173285,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2851756,Angela,,Dorchester,42.28547,-71.06799,Private room,62,91,12,2023-08-27,0.12,1,178,2,
4233242,Rental unit in Jamaica Plain · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,98,29,48,2023-08-31,0.44,2,256,5,STR-416301
4257929,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,21926328,Hayden,,Fenway,42.34853,-71.09256,Entire home/apt,250,91,0,,,1,0,0,
4263736,Townhouse in Boston · ★4.95 · 1 bedroom · 2 beds · 1 private bath,11228809,Jonathan,,Roxbury,42.32971,-71.0931,Private room,121,2,456,2023-09-12,4.19,5,43,85,STR-443395
4278067,Rental unit in Boston · ★4.70 · Studio · 1 bed · 1 bath,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,120,33,73,2023-08-05,0.67,6,295,1,
4291607,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.04,1,0,0,
4315439,Home in Boston · ★4.40 · 1 bedroom · 1 bed · 1 bath,22402141,Mirian,,East Boston,42.38829,-71.00437,Private room,100,100,5,2019-09-01,0.05,2,363,0,
4348422,Rental unit in Boston · 1 bedroom · 1 bed · 2 baths,22217451,Ashley,,Jamaica Plain,42.31128,-71.10981,Private room,150,91,0,,,1,0,0,
4364925,Rental unit in Boston · ★4.82 · 2 bedrooms · 3 beds · 1 bath,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,165,33,148,2023-08-05,1.38,6,189,5,
4364989,Rental unit in Boston · ★4.83 · 1 bedroom · 2 beds · 1 bath,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,125,31,82,2023-06-24,0.80,6,259,1,
4410765,Home in Boston · ★4.58 · 3 bedrooms · 3 beds · 2 baths,9795590,Patrick,,Brighton,42.35309,-71.14822,Entire home/apt,135,55,12,2023-07-23,0.13,1,289,2,
4460532,Townhouse in Boston · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,11228809,Jonathan,,Roxbury,42.32942,-71.09149,Private room,118,2,340,2023-09-09,3.15,5,38,58,STR-443395
4461613,Rental unit in Boston · ★4.56 · 2 bedrooms · 1 bed · 1 bath,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,199,1,178,2023-09-10,1.75,55,327,41,STR-415631
4461846,Rental unit in Boston · ★4.57 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,215,1,99,2023-06-02,0.98,55,341,7,STR-441258
4461901,Rental unit in Boston · ★4.57 · 1 bedroom · 1 bed · 1 bath,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,220,1,167,2023-09-04,1.66,55,330,27,STR-415612
4500409,Rental unit in Boston · ★4.60 · Studio · 1 bed · 1 bath,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,222,1,163,2023-08-13,1.64,55,311,16,LB-418468
4555637,Townhouse in Boston · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,11228809,Jonathan,,Roxbury,42.32965,-71.0932,Private room,103,2,427,2023-09-08,3.97,5,45,82,STR-538100
4560053,Rental unit in Boston · ★4.72 · 3 bedrooms · 4 beds · 1.5 baths,8229,Terry,,Roxbury,42.32397,-71.09085,Entire home/apt,350,3,104,2023-08-20,0.98,10,37,11,STR-446652
4566095,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,140,120,22,2022-08-25,0.21,7,161,0,Exempt: This listing is a hotel or motel
4568116,Rental unit in Boston · ★4.90 · Studio · 2 beds · 1 bath,11228809,Jonathan,,Roxbury,42.32967,-71.09328,Entire home/apt,134,2,697,2023-09-12,6.48,5,26,113,STR-443395
4573238,Rental unit in Boston · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,5578043,Dror,,North End,42.364253,-71.052626,Entire home/apt,169,32,160,2023-07-26,1.50,4,317,2,
4580825,Rental unit in Boston · ★4.71 · 1 bedroom · 1 bed · 1 bath,5578043,Dror,,North End,42.3633,-71.05237,Entire home/apt,201,1,215,2023-09-01,2.08,4,319,40,STR-406255
4593974,Rental unit in Boston · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,7,2018-02-15,0.07,31,365,0,
4593985,Rental unit in Boston · 2 bedrooms · 1 bed · 1 shared bath,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,1,2015-06-20,0.01,31,365,0,
4602191,Rental unit in Boston · ★4.71 · 2 bedrooms · 2 beds · 2 baths,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,344,75,18,2021-06-04,0.21,11,346,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Rental unit in Boston · ★4.84 · 2 bedrooms · 9 beds · 1 bath,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,257,1,341,2023-09-04,3.36,3,334,56,STR-398048
4623114,Rental unit in Boston · ★4.63 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,224,1,147,2023-09-01,1.50,55,344,21,STR-441249
4624582,Rental unit in Boston · ★4.50 · 2 bedrooms · 1 bed · 2 shared baths,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,4,2016-10-31,0.04,31,365,0,
4625517,Home in 波士顿 · 1 bedroom · 1 bed · 1 bath,7046340,Chun Kei,,Mission Hill,42.33245,-71.10642,Private room,100,91,0,,,1,0,0,
4630071,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,12165186,Masha,,Brighton,42.34341,-71.15451,Entire home/apt,60,91,17,2023-06-30,0.22,2,159,1,
4662379,Home in Boston · ★4.88 · 5 bedrooms · 7 beds · 2 baths,24124767,Matt,,Brighton,42.34765,-71.15509,Entire home/apt,420,3,175,2023-09-11,1.64,1,283,28,STR-416233
4698367,Rental unit in West Roxbury · ★4.81 · 2 bedrooms · 2 beds · 1 bath,2935501,John,,West Roxbury,42.27977,-71.16058,Entire home/apt,155,91,167,2023-03-04,1.61,2,179,1,
4699828,Rental unit in Boston · ★4.64 · 2 bedrooms · 3 beds · 2 baths,19466495,Barbara,,Hyde Park,42.2563,-71.12762,Entire home/apt,269,3,116,2023-08-12,1.13,1,161,8,Exempt: This listing is a unit used for furnished institutional or business stays
4710583,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 2 baths,17892292,Marlene,,Allston,42.35914,-71.13348,Private room,41,91,3,2018-06-19,0.03,5,0,0,
4737304,Home in Boston  · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,24158689,Deborah,,Brighton,42.35111,-71.16529,Private room,75,91,26,2023-01-02,0.25,1,259,1,
4755586,Home in Boston · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,24532370,Andrea,,Mattapan,42.27667,-71.08169,Private room,26,30,24,2023-06-01,0.36,4,188,3,STR-416068
4757808,Rental unit in Boston · ★4.40 · 1 bedroom · 2 beds · 1 bath,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,110,91,5,2015-10-25,0.05,1,0,0,
4765070,Rental unit in Jamaica Plain · ★4.65 · Studio · 1 bed · 1 bath,24584716,Katty,,Jamaica Plain,42.32352,-71.10688,Entire home/apt,98,3,407,2023-09-04,3.84,1,264,46,str-416042
4863108,Home in Boston · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,8157833,John,,South Boston,42.33717,-71.05,Private room,130,4,295,2023-08-07,2.79,1,178,27,STR-413500
4909590,Rental unit in Boston · ★4.89 · Studio · 2 beds · 1 bath,25279966,Vj,,Allston,42.34838,-71.13163,Entire home/apt,99,250,346,2023-08-28,3.26,2,105,2,STR-415702
4995033,Rental unit in Boston · ★4.95 · 2 bedrooms · 2 beds · 1 bath,11206328,Natasha,,West End,42.36122,-71.06629,Entire home/apt,205,1,133,2023-09-02,1.31,1,11,13,STR-522925
5019306,Home in Boston · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,15862012,Vicki,,South Boston,42.33257,-71.02959,Entire home/apt,375,3,196,2023-09-02,1.89,1,328,27,STR-397970
5048406,Home in Boston · ★4.85 · 5 bedrooms · 7 beds · 2 baths,26062958,Yvonne,,Dorchester,42.31124,-71.06551,Private room,85,2,42,2023-06-18,0.40,2,346,3,STR-415034
5049582,Rental unit in Boston · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,197327,Melissa,,Jamaica Plain,42.31327,-71.10811,Private room,60,30,31,2023-08-21,0.30,2,256,4,STR-416301
5054601,Home in Boston · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,75,7,177,2023-08-25,1.70,6,75,20,STR-524662
5088560,Rental unit in Boston · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,21609039,Susan,,Roxbury,42.34041,-71.08384,Entire home/apt,550,29,100,2020-12-27,1.01,3,322,0,Exempt: This listing is a unit used for furnished institutional or business stays
5166870,Rental unit in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1487352,Matt And Eva,,Jamaica Plain,42.30542,-71.10409,Entire home/apt,195,2,384,2023-08-30,3.67,1,215,60,STR-401736
5203538,Townhouse in Boston · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,26917979,Jim,,South End,42.34024,-71.07483,Entire home/apt,900,5,21,2023-08-12,0.20,1,172,12,STR-470244
5358934,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,18517776,Huggy,,Roxbury,42.31681,-71.08001,Private room,39,91,6,2019-11-01,0.07,31,365,0,
5364137,Condo in Boston · ★4.48 · 1 bedroom · 1 bed · 1 bath,23777641,Gavin,,East Boston,42.38704,-71.00581,Entire home/apt,83,90,88,2023-03-19,0.85,2,0,1,
5371051,Guest suite in Boston · ★4.81 · 3 bedrooms · 4 beds · 1 bath,27842033,Bernard,,Dorchester,42.31163,-71.06351,Entire home/apt,98,29,265,2023-08-16,2.78,2,169,3,
5434353,Home in Boston · ★4.64 · 2 bedrooms · 2 beds · 1 bath,9658771,Anthony,,Roslindale,42.28629,-71.13839,Entire home/apt,155,14,26,2021-04-30,0.27,2,306,0,STR-445527
5478135,Home in Boston · ★4.85 · 2 bedrooms · 2 beds · 1 bath,13595892,Elizabeth,,East Boston,42.38455,-71.00217,Entire home/apt,195,91,27,2016-11-13,0.30,1,0,0,
5495267,Rental unit in Boston · 2 bedrooms · 1 bed · 2 shared baths,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,2,2016-08-30,0.02,31,365,0,
5526487,Rental unit in Boston · ★4.89 · 3 bedrooms · 3 beds · 2 baths,28662210,Terry,,Mission Hill,42.33211,-71.09842,Entire home/apt,287,1,166,2023-08-21,1.65,5,53,31,STR446658
5526514,Rental unit in Boston · ★4.79 · 2 bedrooms · 2 beds · 1 bath,28662210,Terry,,Roxbury,42.3285,-71.09608,Entire home/apt,179,3,128,2023-06-04,1.23,5,54,1,STR-446656
5581575,Rental unit in Boston · ★4.93 · 2 bedrooms · 2 beds · 1 bath,28766987,Kathy,,Back Bay,42.34628,-71.08064,Entire home/apt,305,29,209,2023-08-04,2.39,1,113,4,STR-400453
5709298,Rental unit in Boston · ★4.81 · 2 bedrooms · 2 beds · 1 bath,2006852,Jay,,Beacon Hill,42.35984,-71.06914,Entire home/apt,294,2,432,2023-08-18,4.20,12,334,45,Exempt: This listing is a unit that has contracts with hospitals
5718801,Rental unit in Boston · ★4.53 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,200,1,150,2023-08-31,1.50,55,318,7,STR-441252
5718921,Rental unit in Boston · ★4.44 · 2 bedrooms · 3 beds · 1 bath,22348222,Maverick,,South End,42.34455,-71.07628,Entire home/apt,520,29,144,2022-11-27,1.43,55,365,2,STR-415648
5726250,Home in Charlestown · ★4.97 · 4 bedrooms · 3 beds · 3 baths,29688938,Heather And Mike,,Charlestown,42.38118,-71.06073,Entire home/apt,525,2,31,2023-08-13,0.31,1,40,3,STR-526971
5738018,Rental unit in Boston · 2 bedrooms · 1 bed · 1 bath,7302835,Samuel,,Jamaica Plain,42.32448,-71.10664,Entire home/apt,95,91,0,,,1,0,0,
5768819,Rental unit in Boston · ★4.46 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,223,1,149,2023-09-02,1.53,55,335,19,STR-415605
5769127,Rental unit in Boston · ★4.54 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,230,1,304,2023-09-09,3.02,55,207,47,STR-415604
5775139,Villa in Boston · 1 bedroom · 1 bed · 1 bath,29963974,Nesli,,Allston,42.35211,-71.13178,Private room,70,91,0,,,1,0,0,
5781926,Home in Boston · ★4.84 · Studio · 2 beds · 1 bath,29573894,Amy,,South Boston,42.33286,-71.04506,Entire home/apt,250,4,68,2023-08-06,0.92,1,325,19,STR-398153
5782221,Condo in Boston · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,320,3,271,2023-09-03,2.72,1,66,17,STR-388064
5813177,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,62,91,0,,,1,0,0,
5856633,Home in Boston · 2 bedrooms · 3 beds · 2 baths,30408736,Kate,,South Boston,42.33284,-71.04685,Entire home/apt,350,91,1,2016-05-13,0.01,1,0,0,
5870922,Home in Boston · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,26956083,Todd,,Allston,42.3605,-71.12633,Private room,73,3,325,2023-08-13,3.17,5,133,32,STR-383892
5919529,Townhouse in Boston · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,24196977,Jenny,,Back Bay,42.35009,-71.07023,Entire home/apt,568,91,15,2016-07-15,0.15,1,87,0,
5927267,Home in Boston · ★4.41 · 1 bedroom · 1 bed · 1 shared bath,26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,75,5,184,2023-08-11,1.80,6,148,13,STR-445765
5932402,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,2221632,Tad,,South End,42.34459,-71.06999,Private room,100,91,0,,,1,0,0,
5940866,Townhouse in Boston · ★4.91 · 1 bedroom · 1 bed · 1 private bath,12720679,Valerie,,East Boston,42.37615,-71.03331,Private room,100,1,409,2022-10-29,4.01,1,0,9,STR-427440
5967421,Home in Boston · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,26956083,Todd,,Allston,42.3605,-71.12633,Private room,59,91,174,2023-08-26,1.71,5,268,2,
6080461,Rental unit in Boston · ★4.69 · Studio · 2 beds · 1 bath,28662210,Terry,,Roxbury,42.32966,-71.09597,Entire home/apt,169,3,119,2023-08-06,1.16,5,63,19,STR446654
6089865,Condo in Boston · ★4.65 · 1 bedroom · 2 beds · 1 bath,3637081,Jason,,North End,42.36545,-71.05623,Entire home/apt,166,2,602,2023-08-29,5.90,13,324,55,Exempt: This listing is a unit used for furnished institutional or business stays
6131224,Rental unit in Boston · ★4.64 · Studio · 5 beds · 1 bath,7303930,Lawrence,,Hyde Park,42.2619,-71.11315,Entire home/apt,105,29,26,2020-09-01,0.26,1,175,0,
6179374,Home in Boston · ★3.71 · 1 bedroom · 1 bed · 0 shared baths,30489899,Home On Blaine,,Allston,42.35483,-71.13694,Private room,55,91,7,2022-12-23,0.07,4,273,1,STR-404592
6214710,Rental unit in Boston · ★4.81 · Studio · 1 bed · 1 bath,27608437,M,,Back Bay,42.35262,-71.07899,Entire home/apt,115,91,57,2019-07-06,0.58,1,253,0,
6238463,Townhouse in Boston · ★4.98 · 1 bedroom · 1 bed · 1 private bath,31691830,Penny,,Jamaica Plain,42.31583,-71.11448,Private room,129,2,297,2023-09-04,3.05,1,44,57,STR-411564
6248970,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,32449720,Shawn,,Jamaica Plain,42.31984,-71.10569,Private room,71,4,275,2023-08-14,2.71,1,58,4,STR-529435
6317446,Rental unit in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 bath,9410008,Jason,,South Boston,42.33536,-71.04523,Entire home/apt,400,9,190,2023-07-11,1.88,22,88,11,Exempt: This listing is a unit that has contracts with hospitals
6317722,Rental unit in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 bath,9410008,Jason,,South Boston,42.33536,-71.04523,Entire home/apt,400,10,169,2023-03-15,1.68,22,45,1,Exempt: This listing is a unit that has contracts with hospitals
6377998,Home in Boston · ★4.59 · 5 bedrooms · 7 beds · 2.5 baths,987917,Helder,,Jamaica Plain,42.31584,-71.09932,Entire home/apt,400,4,42,2023-08-28,0.43,1,277,3,STR-416102
6426364,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,135,29,84,2023-09-02,0.83,6,325,2,
6465075,Condo in Boston · ★4.90 · 5 bedrooms · 6 beds · 2 baths,635157,Catlin,,Jamaica Plain,42.29828,-71.11048,Entire home/apt,549,2,184,2023-09-04,1.82,1,305,26,STR-445893
6489209,Home in Boston · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,67,7,102,2023-09-01,1.01,6,148,19,STR-445765
6544267,Rental unit in Boston · ★4.81 · 1 bedroom · 1 bed · 1 bath,34227346,Kai,,Roxbury,42.32932,-71.08925,Entire home/apt,166,3,75,2023-08-21,1.14,1,317,22,STR-494371
6603827,Home in Boston · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,34552909,Barrie,,Roslindale,42.28411,-71.11693,Private room,50,29,13,2021-09-30,0.13,3,97,0,
6609546,Rental unit in Boston · ★4.87 · 1 bedroom · 2 beds · 2 baths,34584706,George,,South Boston Waterfront,42.34791,-71.04196,Private room,149,29,224,2020-03-12,2.22,2,365,0,STR-416477
6646604,Rental unit in Boston · ★4.49 · 1 bedroom · 2 beds · 1 bath,31340713,Kama,,Brighton,42.34118,-71.14678,Entire home/apt,192,30,35,2023-08-31,0.35,29,335,2,Exempt: This listing is a unit used for furnished institutional or business stays
6690605,Rental unit in Charlestown · ★4.71 · 1 bedroom · 2 beds · 1 bath,35018472,Jennifer,,Charlestown,42.37639,-71.06389,Entire home/apt,200,91,24,2019-08-13,0.24,1,0,0,
6746543,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 bath,32376332,Jordan,,Chinatown,42.34991,-71.06164,Entire home/apt,229,91,9,2022-08-14,0.09,1,269,0,
6758443,Rental unit in Boston · ★4.62 · 1 bedroom · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,241,1,233,2023-09-07,2.32,55,281,43,STR-441260
6758462,Rental unit in Boston · ★4.51 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,241,1,136,2023-07-09,1.73,55,332,32,LB-101763
6758482,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,307,29,159,2023-05-13,2.02,55,271,14,STR-415602
6759004,Rental unit in Boston · ★4.68 · Studio · 1 bed · 1 bath,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,266,1,246,2023-09-10,2.49,55,310,30,STR-445402
6759439,Rental unit in Boston · ★4.58 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,269,1,91,2023-09-01,1.18,55,343,20,STR-441244
6762011,Rental unit in Boston · ★4.52 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,175,1,135,2023-09-12,1.61,55,318,21,LB-101763
6763409,Rental unit in Boston · ★4.54 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,207,1,251,2023-09-10,2.60,55,309,29,STR-415606
6780077,Home in Boston · ★4.93 · 1 bedroom · 1 bed · 2.5 shared baths,9898255,Jessica,,Dorchester,42.31392,-71.06137,Private room,80,2,88,2023-08-30,1.55,5,220,36,STR-443035
6793945,Rental unit in Boston · ★4.89 · 1 bedroom · 1 bed · 1 bath,35331408,Andrew,,South End,42.33768,-71.07624,Entire home/apt,155,29,110,2023-07-19,1.10,1,93,5,
6800522,Rental unit in Boston · ★4.91 · 1 bedroom · 1 bed · 2 shared baths,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,11,2016-09-21,0.12,31,365,0,
6810723,Rental unit in Boston · ★4.43 · Studio · 1 bed · 1 bath,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,200,1,127,2023-09-10,1.68,55,336,22,STR-441255
6819620,Rental unit in Boston · ★4.60 · 2 bedrooms · 1 bed · 2 shared baths,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,5,2017-11-23,0.05,31,365,0,
6823017,Home in Allston · ★4.65 · 1 bedroom · 1 bed · 2 shared baths,19548932,Yi,,Allston,42.35803,-71.12952,Private room,68,91,253,2019-10-25,2.64,1,273,0,Exempt: This listing is a unit used for furnished institutional or business stays
6843795,Rental unit in Boston · ★4.92 · 1 bedroom · 1 bed · 1 bath,23249169,Helen,,Fenway,42.34512,-71.09479,Entire home/apt,185,91,102,2020-01-07,1.03,1,91,0,
