id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45256497,Rental unit in Boston · 2 bedrooms · 1 bed · 1 bath,133927887,Kat,,Fenway,42.34579,-71.08918,Entire home/apt,75,91,0,,,14,0,0,
45311024,Rental unit in Boston · 3 bedrooms · 3 beds · 1.5 baths,133927887,Kat,,Mission Hill,42.33163,-71.0995,Entire home/apt,140,29,0,,,14,3,0,
45329963,Condo in Boston · 1 bedroom · 2 beds · 1 bath,336297252,Tony,,North End,42.36469,-71.05545,Entire home/apt,75,91,1,2021-03-13,0.03,1,0,0,
45346226,Boutique hotel in Boston · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,365985792,FOUND Hotel,,Bay Village,42.3502,-71.06754,Shared room,98,1,519,2023-09-01,14.17,3,261,130,Exempt: This listing is a hotel or motel
45349148,Boutique hotel in Boston · ★4.58 · 1 bedroom · 2 beds · 1 private bath,365985792,FOUND Hotel,,Downtown,42.34935,-71.06535,Private room,443,1,412,2023-09-01,11.25,3,298,58,Exempt: This listing is a hotel or motel
45354353,Home in Boston · 1 bedroom · 1 bed · 2 shared baths,37035419,Wendy,,Allston,42.35882,-71.12831,Private room,75,91,2,2022-05-01,0.08,9,258,0,
45354387,Home in Boston · 1 bedroom · 1 bed · 2 shared baths,37035419,Wendy,,Allston,42.35681,-71.12865,Private room,75,91,2,2022-09-02,0.08,9,179,0,
45354534,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,37035419,Wendy,,Allston,42.35907,-71.1301,Private room,75,91,3,2022-06-11,0.12,9,247,0,
45396513,Rental unit in Boston · 3 bedrooms · 1 bed · 0 shared baths,297860058,Ferran,,North End,42.36643773850954,-71.05190893743827,Private room,91,91,0,,,171,107,0,
45422003,Rental unit in Boston · ★4.25 · 1 bedroom · 2 beds · 1 bath,274552333,Evonify,,Downtown,42.35084,-71.06484,Entire home/apt,269,29,8,2021-02-01,0.22,3,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
45440353,Condo in Boston · ★4.96 · 2 bedrooms · 2 beds · 2 baths,6107328,Jake,,East Boston,42.36682,-71.02931,Entire home/apt,252,3,67,2023-08-27,1.91,1,205,16,STR-531674
45443503,Rental unit in Boston · Studio · 1 bed · 1 bath,107434423,Blueground,,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,194,32,0,,,330,337,0,
45449241,Boutique hotel in Boston · ★4.48 · 1 bedroom · 1 bed · 1 private bath,365985792,FOUND Hotel,,Downtown,42.34918,-71.06547,Private room,319,1,457,2023-09-01,12.54,3,310,71,Exempt: This listing is a hotel or motel
45493742,Serviced apartment in Boston · ★4.79 · 3 bedrooms · 3 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35542,-71.062,Entire home/apt,477,1,214,2023-09-13,5.98,26,188,61,STR-438649
45493951,Serviced apartment in Boston · ★4.82 · 2 bedrooms · 2 beds · 1 bath,365116307,Brian + Heather,,Downtown,42.35518,-71.06195,Entire home/apt,380,1,180,2023-09-10,5.02,26,178,56,STR-438654
45494260,Serviced apartment in Boston · ★4.71 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.3573,-71.06183,Entire home/apt,607,2,173,2023-09-13,4.81,26,200,65,STR-438650
45501019,Rental unit in Boston · ★4.88 · 1 bedroom · 2 beds · 1 bath,188309953,Philip,,East Boston,42.37714,-71.03994,Entire home/apt,149,2,162,2023-08-28,4.60,2,45,39,STR-434812
45501951,Serviced apartment in Boston · ★4.76 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35656,-71.06022,Entire home/apt,539,1,166,2023-09-10,4.62,26,190,54,STR-438651
45502178,Serviced apartment in Boston · ★4.78 · 3 bedrooms · 3 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35562,-71.06056,Entire home/apt,614,1,190,2023-09-12,5.29,26,200,62,STR-438652
45502853,Boat in Boston · ★4.85 · 1 bedroom · 1 bed · 1 bath,306011239,Karen,,Charlestown,42.37658230210054,-71.04979877523874,Entire home/apt,339,1,13,2022-07-26,0.38,3,155,0,STR-427698
45531118,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,Fenway,42.34435,-71.08762,Entire home/apt,330,32,0,,,44,350,0,
45531759,Rental unit in Boston · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,21609039,Susan,,Fenway,42.34163,-71.08367,Entire home/apt,1096,4,25,2023-09-15,0.74,3,283,9,STR-415029
45539554,Serviced apartment in Boston · ★4.78 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35712,-71.06232,Entire home/apt,610,1,176,2023-09-10,4.93,26,167,72,STR-438653
45539765,Serviced apartment in Boston · ★4.72 · 2 bedrooms · 2 beds · 1 bath,365116307,Brian + Heather,,Downtown,42.35727,-71.06153,Entire home/apt,379,1,229,2023-08-09,6.37,26,201,74,STR-438655
45542821,Serviced apartment in Boston · ★4.74 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35735,-71.06222,Entire home/apt,521,1,151,2023-08-27,4.21,26,199,49,STR-438658
45543316,Serviced apartment in Boston · ★4.75 · 3 bedrooms · 3 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.3558,-71.06206,Entire home/apt,481,1,161,2023-09-10,4.53,26,229,51,STR-438659
45543382,Serviced apartment in Boston · ★4.68 · 2 bedrooms · 2 beds · 1 bath,365116307,Brian + Heather,,Downtown,42.35527,-71.06095,Entire home/apt,330,1,157,2023-09-12,4.37,26,213,53,STR-438656
45580266,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34614,-71.08783,Entire home/apt,160,32,1,2021-10-02,0.04,44,349,0,
45632722,Home in Boston · ★4.74 · 2 bedrooms · 2 beds · 2 baths,30366968,Michael,,Charlestown,42.38018,-71.06604,Entire home/apt,200,1,43,2023-09-14,3.49,1,27,42,STR-466621
45641345,Home in Boston · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,137105899,Ling,,Roslindale,42.29309,-71.12205,Private room,35,29,7,2022-07-05,0.24,3,70,0,
45652898,Townhouse in Boston · ★4.92 · 1 bedroom · 1 bed · 1 bath,310450960,Cindy,,Jamaica Plain,42.30912,-71.11833,Entire home/apt,195,2,62,2023-09-12,1.82,1,89,16,STR-436495
45658966,Home in Boston · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,137105899,Ling,,Roslindale,42.29156,-71.12194,Private room,50,29,5,2022-08-07,0.15,3,106,0,
45675549,Rental unit in Boston · ★4.80 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35535,-71.06075,Entire home/apt,787,1,166,2023-08-29,4.62,26,206,53,STR-438662
45676233,Rental unit in Boston · ★4.67 · 2 bedrooms · 2 beds · 1 bath,365116307,Brian + Heather,,Downtown,42.35513,-71.06242,Entire home/apt,542,1,194,2023-09-11,5.40,26,185,59,STR-438646
45679998,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,,South End,42.34406,-71.0651,Entire home/apt,206,32,1,2022-06-26,0.07,330,323,0,
45680010,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Fenway,42.34518,-71.08706,Entire home/apt,192,32,1,2023-05-07,0.23,330,312,1,
45680018,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Fenway,42.34518,-71.08706,Entire home/apt,229,32,0,,,330,355,0,
45680039,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,West End,42.3657336,-71.0669497,Entire home/apt,204,32,0,,,330,195,0,
45689038,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Leather District,42.35122,-71.05838,Entire home/apt,140,32,0,,,44,358,0,
45689060,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Leather District,42.35126690598773,-71.0588283800482,Entire home/apt,185,32,0,,,44,312,0,
45689070,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Leather District,42.35116,-71.05873,Entire home/apt,230,32,0,,,44,337,0,
45689082,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Chinatown,42.351403421288516,-71.0596662147513,Entire home/apt,225,32,0,,,44,358,0,
45689099,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Chinatown,42.35131,-71.06037,Entire home/apt,230,32,0,,,44,327,0,
45689380,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Downtown,42.35296,-71.05803,Entire home/apt,230,32,0,,,44,358,0,
45698782,Serviced apartment in Boston · ★4.40 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,335,1,5,2023-06-26,0.14,40,364,1,Exempt: This listing is a hotel or motel
45699854,Serviced apartment in Boston · ★4.0 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,335,1,4,2022-08-14,0.12,40,364,0,Exempt: This listing is a hotel or motel
45699883,Serviced apartment in Boston · ★3.57 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,365,1,7,2023-06-04,0.20,40,364,2,Exempt: This listing is a hotel or motel
45717383,Home in Boston · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,369754035,Colleen,,Charlestown,42.38063,-71.07014,Entire home/apt,600,3,46,2023-08-29,1.40,1,0,7,STR-441124
45726239,Rental unit in Boston · 2 bedrooms · 1 bed · 2 baths,77993870,Greg,,South End,42.34054,-71.06665,Entire home/apt,120,91,0,,,1,0,0,
45786202,Boutique hotel in Boston · ★4.89 · 1 bedroom · 1 bed · 1 private bath,371148657,Jeffrey,,Fenway,42.34546,-71.09699,Private room,116,1,74,2022-11-29,2.14,14,0,1,Exempt: This listing is a hotel or motel
45828592,Condo in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,43045785,Amir Alex,,North End,42.36564,-71.05251,Entire home/apt,155,29,11,2023-06-30,0.32,1,322,4,
45838102,Home in Boston · 1 bedroom · 1.5 baths,814298,Thatch,,Roxbury,42.32854,-71.09378,Private room,71,30,1,2022-12-12,0.11,61,348,1,
45844741,Rental unit in Boston · ★4.90 · 3 bedrooms · 4 beds · 1 bath,366954587,Mario,,Dorchester,42.30736,-71.06375,Entire home/apt,200,3,63,2023-08-27,2.16,1,63,20,STR-416286
45860458,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,322334135,Nicole,,Back Bay,42.35026,-71.08765,Entire home/apt,125,91,0,,,1,0,0,
45863993,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,349400956,Danny,,East Boston,42.38109,-71.03078,Entire home/apt,149,2,3,2021-02-15,0.08,1,0,0,STR-436098
45948516,Rental unit in Boston · Studio · 1 bed · 1 bath,107434423,Blueground,,Dorchester,42.30943,-71.06029,Entire home/apt,110,32,0,,,330,298,0,
45972855,Rental unit in Boston · ★4.98 · 2 bedrooms · 3 beds · 1 bath,164826,Molly,,Jamaica Plain,42.31631,-71.09878,Entire home/apt,222,2,44,2023-09-07,1.71,1,277,24,STR-454595
45984708,Home in Boston · ★4.87 · 3 bedrooms · 6 beds · 2.5 baths,66257167,Victoria,,Bay Village,42.35042,-71.06682,Entire home/apt,366,2,159,2023-08-29,4.57,3,98,50,STR-398230
45986472,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,365,1,0,,,32,364,0,Approved by government
45988903,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,1,2021-04-03,0.03,32,362,0,Approved by Government
45989572,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,0,,,32,362,0,Approved by Government
45990475,Serviced apartment in Boston · ★4.20 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,335,1,10,2022-09-10,0.29,40,364,0,Exempt: This listing is a hotel or motel
45999950,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,2,2023-06-16,0.14,32,362,1,Exempt: This listing is a hotel or motel
46000101,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,0,,,32,362,0,Approved by government
46000223,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,0,,,32,362,0,Approved by government
46000458,Serviced apartment in Boston · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,1,2021-11-01,0.04,32,362,0,Approved by government
46005070,Serviced apartment in Boston · ★4.08 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,335,1,39,2023-08-27,1.13,40,364,7,Exempt: This listing is a hotel or motel
46005073,Serviced apartment in Boston · ★4.35 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,335,1,20,2023-07-10,0.59,40,364,4,Exempt: This listing is a hotel or motel
46006191,Serviced apartment in Boston · ★4.25 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,8,2022-12-25,0.32,40,362,1,Exempt: This listing is a hotel or motel
46006469,Serviced apartment in Boston · ★4.15 · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,325,1,40,2023-09-11,1.21,40,362,24,Exempt: This listing is a hotel or motel
46037756,Home in Boston · ★5.0 · 3 bedrooms · 3 beds · 3 baths,141347907,Cordell,,Charlestown,42.38015,-71.06524,Entire home/apt,275,4,9,2021-08-24,0.33,1,0,0,STR-446549
46051711,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,31340713,Kama,,Brighton,42.34081,-71.15399,Entire home/apt,88,29,3,2023-07-23,0.61,29,313,3,Exempt: This listing is a unit used for furnished institutional or business stays
46074186,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34507,-71.09626,Entire home/apt,195,32,1,2022-07-02,0.07,44,355,0,
46074212,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,Fenway,42.34396,-71.09629,Entire home/apt,345,32,0,,,44,327,0,
46074220,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34367,-71.09797,Entire home/apt,225,32,0,,,44,357,0,
46074725,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,Fenway,42.34558,-71.096,Entire home/apt,350,32,0,,,44,348,0,
46074742,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34536,-71.09633,Entire home/apt,220,32,0,,,44,306,0,
46078424,Home in Boston · 1 bedroom · 1 bed · 1 shared bath,191639793,Niki,,Roxbury,42.3215,-71.07651,Private room,70,91,0,,,1,365,0,
46100310,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34378,-71.09832,Entire home/apt,230,32,0,,,44,341,0,
46117175,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.3437,-71.09667,Entire home/apt,195,32,0,,,44,284,0,
46170478,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,374049727,Taibou,,Dorchester,42.31687,-71.05668,Private room,62,30,0,,,2,265,0,
46190639,Condo in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,46738058,Chris,,North End,42.36634,-71.05664,Entire home/apt,135,2,7,2021-06-27,0.24,1,0,0,STR-445348
46237380,Boutique hotel in Boston · ★4.82 · 1 bedroom · 1 bed · 1 private bath,371898646,Mark,,Downtown,42.35881,-71.05191,Private room,429,1,90,2023-08-27,3.21,1,316,20,Exempt: This listing is a hotel or motel
46241939,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,2808759,Juliette,,South End,42.33929,-71.07687,Entire home/apt,125,29,1,2021-04-17,0.03,1,0,0,
46326658,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34348,-71.08758,Entire home/apt,190,32,0,,,44,344,0,
46326668,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,Fenway,42.34323,-71.08618,Entire home/apt,340,32,0,,,44,343,0,
46332155,Condo in Boston · 1 bedroom · 1 bed · 1 bath,60362084,Bradford,,West Roxbury,42.29078,-71.15423,Entire home/apt,100,45,2,2021-04-30,0.06,1,0,0,
46376416,Boutique hotel in Boston · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,371148657,Jeffrey,,Fenway,42.34464,-71.09799,Private room,129,1,38,2023-03-03,1.15,14,245,14,Exempt: This listing is a hotel or motel
46418775,Boutique hotel in Boston · ★4.76 · 1 bedroom · 1 bed · 1 private bath,371148657,Jeffrey,,Fenway,42.34655,-71.09719,Private room,129,1,33,2023-02-20,0.96,14,255,1,Exempt: This listing is a hotel or motel
46419095,Boutique hotel in Boston · ★4.71 · 1 bedroom · 2 beds · 1 private bath,371148657,Jeffrey,,Fenway,42.34511,-71.0979,Private room,129,1,38,2023-03-05,1.11,14,0,6,Exempt: This listing is a hotel or motel
46427592,Townhouse in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,15057786,Ita,,Jamaica Plain,42.31294,-71.11617,Entire home/apt,211,3,36,2023-09-04,1.16,1,230,20,STR-439679
46445272,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34548,-71.098,Entire home/apt,175,32,0,,,44,355,0,
46527422,Boutique hotel in Boston · ★4.98 · 1 bedroom · 2 beds · 1 private bath,371148657,Jeffrey,,Fenway,42.34638,-71.09663,Private room,129,1,42,2023-03-02,1.26,14,233,5,Exempt: This listing is a hotel or motel
46529051,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,3201643,Michael,,Dorchester,42.31328,-71.0538,Private room,30,91,0,,,2,90,0,
46529422,Boutique hotel in Boston · ★4.90 · 1 bedroom · 2 beds · 1 private bath,371148657,Jeffrey,,Fenway,42.34603,-71.09591,Private room,129,1,61,2023-05-29,1.84,14,245,8,Exempt: This listing is a hotel or motel
46529601,Boutique hotel in Boston · ★4.98 · 1 bedroom · 1 bed · 1 private bath,371148657,Jeffrey,,Fenway,42.34648,-71.09629,Private room,129,1,61,2023-03-05,1.80,14,256,6,Exempt: This listing is a hotel or motel
46529824,Boutique hotel in Boston · ★4.89 · 1 bedroom · 1 private bath,371148657,Jeffrey,,Fenway,42.34645,-71.09648,Private room,129,1,18,2022-11-26,0.61,14,251,1,Exempt: This listing is a hotel or motel
46575998,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 bath,183914990,Edmund,,Downtown,42.35481,-71.06329,Entire home/apt,181,29,3,2021-01-31,0.09,13,363,0,STR439290
46576175,Rental unit in Boston · ★4.26 · 1 bedroom · 2 beds · 1 bath,183914990,Edmund,,Downtown,42.35395,-71.06167,Private room,221,29,19,2021-09-26,0.69,13,318,0,STR439290
46576290,Rental unit in Boston · ★4.38 · 1 bedroom · 1 bed · 1 bath,183914990,Edmund,,Downtown,42.3545,-71.06313,Private room,155,29,16,2021-10-03,0.58,13,318,0,STR439290
46579459,Rental unit in Boston · ★4.86 · 2 bedrooms · 2 beds · 1 bath,212359760,Evonify,,Downtown,42.35291,-71.06362,Entire home/apt,323,29,7,2023-06-17,0.21,72,285,2,Exempt: This listing is a unit used for furnished institutional or business stays
46580146,Home in Boston · ★5.0 · 3 bedrooms · 6 beds · 1.5 baths,75960211,Magdalena,,Brighton,42.34886169433594,-71.16592407226562,Entire home/apt,963,3,9,2023-06-17,1.02,1,2,9,STR-494326
46602022,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,West End,42.36341,-71.06734,Entire home/apt,285,32,0,,,44,287,0,
46660059,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,22541573,Ken,,Fenway,42.34368,-71.09677,Entire home/apt,350,32,1,2022-04-29,0.06,44,342,0,
46696466,Rental unit in Boston · ★4.75 · Studio · 2 beds · 1 bath,31340713,Kama,,Downtown,42.3613,-71.06357,Entire home/apt,100,29,4,2023-08-30,0.16,29,198,3,Exempt: This listing is a unit used for furnished institutional or business stays
46697368,Rental unit in Boston · Studio · 2 beds · 1 bath,266312920,STARS Of,,West End,42.36135,-71.06387,Entire home/apt,100,30,1,2023-05-22,0.25,31,198,1,
46730228,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.3455,-71.09662,Entire home/apt,195,32,1,2022-03-06,0.05,44,279,0,
46791068,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Back Bay,42.34346,-71.08559,Entire home/apt,175,32,3,2022-07-24,0.13,44,293,0,
46791156,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,22541573,Ken,,Fenway,42.34353,-71.08747,Entire home/apt,160,32,1,2023-08-08,0.75,44,349,1,
46873714,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4061992,B. H.,,Beacon Hill,42.36013,-71.06866,Entire home/apt,499,29,3,2023-06-21,0.10,6,138,1,
46915451,Rental unit in Boston · ★4.43 · 2 bedrooms · 3 beds · 2 baths,4061992,B. H.,,Beacon Hill,42.35942,-71.07142,Entire home/apt,685,3,46,2023-08-23,1.40,6,40,16,STR-408973
46925307,Rental unit in Boston · ★5.0 · 2 bedrooms · 3 beds · 1 bath,31340713,Kama,,Brighton,42.34319,-71.14389,Entire home/apt,252,29,9,2023-08-29,0.44,29,165,8,Exempt: This listing is a unit used for furnished institutional or business stays
46928289,Rental unit in Boston · 2 bedrooms · 3 beds · 1 bath,266312920,STARS Of,,Brighton,42.34276,-71.14373,Entire home/apt,265,30,2,2023-08-12,0.45,31,165,2,Exempt: This listing is a unit used for furnished institutional or business stays
46964831,Rental unit in Boston · ★4.80 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35705,-71.06199,Entire home/apt,714,1,162,2023-09-09,5.03,26,194,57,STR-466837
46966358,Serviced apartment in Boston · ★4.70 · 2 bedrooms · 2 beds · 1 bath,365116307,Brian + Heather,,Downtown,42.35643,-71.06006,Entire home/apt,354,1,152,2023-09-12,4.56,26,197,58,STR-466832
46982246,Rental unit in Boston · ★4.84 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35746,-71.06085,Entire home/apt,582,1,198,2023-08-31,6.06,26,154,62,STR-466842
46982433,Rental unit in Boston · ★4.76 · 3 bedrooms · 3 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35723,-71.06157,Entire home/apt,832,1,206,2023-09-10,6.22,26,186,74,STR-466841
46982800,Rental unit in Boston · ★4.80 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35675,-71.06031,Entire home/apt,612,1,141,2023-08-26,4.92,26,199,51,STR-466838
46983441,Rental unit in Boston · ★4.86 · 4 bedrooms · 5 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.35577,-71.06246,Entire home/apt,561,1,154,2023-09-12,4.62,26,168,55,STR-466839
46983650,Rental unit in Boston · ★4.78 · 4 bedrooms · 4 beds · 2 baths,365116307,Brian + Heather,,Downtown,42.3571,-71.06069,Entire home/apt,907,1,194,2023-08-26,6.11,26,172,72,STR-461750
46984210,Rental unit in Boston · ★4.34 · Studio · 1 bed · 1 bath,183914990,Edmund,,Downtown,42.35402,-71.06134,Entire home/apt,183,2,73,2023-08-28,2.63,13,7,21,Exempt: This listing is a hotel or motel
46984660,Rental unit in Boston · ★4.50 · 1 bedroom · 1 bed · 1 bath,183914990,Edmund,,Downtown,42.3555,-71.06127,Entire home/apt,191,2,90,2023-08-30,2.70,13,10,25,Exempt: This listing is a hotel or motel
46988955,Condo in Boston · ★4.97 · 1 bedroom · 1 bed · 1 bath,9410008,Jason,,Back Bay,42.35087,-71.08898,Entire home/apt,359,10,75,2023-08-29,2.26,22,128,26,STR-441413
46991477,Rental unit in Boston · ★4.89 · 2 bedrooms · 2 beds · 1 bath,9410008,Jason,,North End,42.36847,-71.05343,Entire home/apt,500,10,83,2023-08-27,2.56,22,145,23,STR-441407
47091672,Rental unit in Boston · Studio · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,164,32,1,2022-05-17,0.06,330,328,0,
47091700,Rental unit in Boston · Studio · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,167,32,0,,,330,300,0,
47092175,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,174,32,0,,,330,334,0,
47092198,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,171,32,0,,,330,314,0,
47092230,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,176,32,1,2022-04-16,0.06,330,246,0,
47092243,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,198,32,0,,,330,318,0,
47092332,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,194,32,0,,,330,318,0,
47094818,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,179,32,0,,,330,330,0,
47097863,Rental unit in Boston · Studio · 1 bed · 1 bath,380608663,Anna,,Chinatown,42.34947,-71.06196,Entire home/apt,109,91,0,,,1,0,0,
47137042,Rental unit in Boston · ★4.67 · 2 bedrooms · 1 bed · 1 bath,9658771,Anthony,,Roslindale,42.28834,-71.13646,Entire home/apt,130,29,9,2023-03-20,0.28,2,347,1,STR-443288
47183297,Rental unit in Boston · ★4.94 · 1 bedroom · 1 bed · 1 bath,9410008,Jason,,North End,42.3651,-71.05079,Entire home/apt,350,10,71,2023-02-27,2.25,22,90,13,STR-441415
47183492,Rental unit in Boston · ★4.95 · 1 bedroom · 1 bed · 1 bath,9410008,Jason,,North End,42.36733,-71.05454,Entire home/apt,320,10,80,2023-09-01,2.46,22,129,27,STR-441403
47216060,Condo in Boston · 1 bedroom · 1 bed · 1 shared bath,96744012,Georgina,,East Boston,42.36999,-71.03631,Private room,90,91,0,,,1,0,0,
47272572,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,80309080,Akili J,,Fenway,42.34219,-71.08686,Private room,35,100,0,,,1,0,0,
47353361,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bath,32532791,Marie,,Charlestown,42.37473,-71.06101,Entire home/apt,235,3,4,2023-05-06,0.18,6,76,2,STR-385912
